application_id,applicant_id,posting_id,company,role,industry,employment_type,applied_date,fit_score
J02290,A0235,P0240,회사11,Data Scientist,교육,신입,2025-06-03,0.199
J00705,A0075,P0112,회사31,BI Engineer,경영 컨설팅,경력,2025-06-03,0.131
J04445,A0464,P0079,회사08,Growth Analyst,게임,신입,2025-06-03,0.457
J04703,A0490,P0101,회사18,BA (Business Analyst),,신입,2025-06-03,0.645
J03297,A0343,P0207,회사12,Growth Analyst,게임,신입,2025-06-03,0.335
J00542,A0056,P0142,회사15,BI Engineer,교육,경력,2025-06-03,0.459
J03689,A0381,P0198,회사22,BA (Business Analyst),게임,계약직,2025-06-03,0.487
J00972,A0100,P0207,회사12,Growth Analyst,게임,신입,2025-06-03,0.513
J03088,A0321,P0002,회사20,Product Analyst,게임,신입,2025-06-03,0.49
J02507,A0261,P0160,회사14,Data Scientist,배달/배송,전환형 인턴,2025-06-03,0.335
J02674,A0278,P0203,회사17,DA (Data Analyst),물류,경력,2025-06-03,0.854
J04759,A0495,P0187,회사19,BI Engineer,금융,경력,2025-06-03,0.99
J04944,A0518,P0064,회사27,Growth Analyst,헬스케어,경력,2025-06-03,0.776
J02444,A0250,P0116,회사32,BA (Business Analyst),금융,전환형 인턴,2025-06-03,0.791
J01349,A0137,P0109,회사32,BA (Business Analyst),배달/배송,전환형 인턴,2025-06-04,0.493
J01524,A0151,P0211,회사11,Product Analyst,경영 컨설팅,경력,2025-06-04,0.271
J02388,A0246,P0078,회사19,Product Analyst,,경력,2025-06-04,0.669
J04307,A0450,P0174,회사25,BI Engineer,금융,인턴,2025-06-04,0.66
J02728,A0284,P0169,회사14,Data Scientist,리테일,경력,2025-06-04,0.459
J04318,A0452,P0041,회사33,Product Analyst,헬스케어,경력,2025-06-04,0.947
J02397,A0247,P0065,회사21,BI Engineer,모바일·APP,계약직,2025-06-04,0.658
J03435,A0359,P0152,회사17,BA (Business Analyst),물류,경력,2025-06-04,0.957
J02816,A0293,P0077,회사15,BA (Business Analyst),,경력,2025-06-04,0.116
J01133,A0116,P0104,회사27,DA (Data Analyst),모바일·APP,신입,2025-06-04,0.492
J04748,A0494,P0099,회사26,BA (Business Analyst),물류,경력,2025-06-04,0.34
J02816,A0293,P0077,회사15,BA (Business Analyst),,경력,2025-06-04,0.116
J01242,A0128,P0154,회사34,BA (Business Analyst),미디어,경력,2025-06-04,0.584
J02133,A0218,P0210,회사26,Growth Analyst,,신입,2025-06-04,0.43
J03623,A0376,P0072,회사32,DA (Data Analyst),교육,인턴,2025-06-04,0.699
J02015,A0207,P0050,회사14,BA (Business Analyst),미디어,신입,2025-06-05,0.247
J00483,A0050,P0185,회사11,DA (Data Analyst),물류,전환형 인턴,2025-06-05,0.09
J00288,A0032,P0167,회사12,DA (Data Analyst),리테일,신입,2025-06-05,0.637
J04898,A0512,P0140,회사20,Growth Analyst,모바일·APP,경력,2025-06-05,0.626
J04343,A0454,P0043,회사12,BI Engineer,리테일,인턴,2025-06-05,0.585
J04377,A0458,P0181,회사12,BA (Business Analyst),,신입,2025-06-05,0.242
J04088,A0424,P0146,회사21,Product Analyst,게임,경력,2025-06-05,0.583
J03031,A0316,P0056,회사20,Growth Analyst,물류,인턴,2025-06-05,0.427
J01771,A0176,P0147,회사20,BA (Business Analyst),게임,전환형 인턴,2025-06-05,0.331
J04809,A0501,P0136,회사12,Growth Analyst,모바일·APP,신입,2025-06-05,0.398
J00613,A0064,P0142,회사15,BI Engineer,교육,경력,2025-06-05,0.244
J03249,A0339,P0067,회사25,BA (Business Analyst),미디어,전환형 인턴,2025-06-05,0.02
J03582,A0372,P0015,회사11,Data Scientist,모바일·APP,신입,2025-06-05,0.02
J03882,A0402,P0141,회사13,BA (Business Analyst),헬스케어,전환형 인턴,2025-06-05,0.626
J01806,A0180,P0223,회사13,Growth Analyst,미디어,경력,2025-06-05,0.99
J02949,A0306,P0059,회사23,Product Analyst,물류,신입,2025-06-05,0.446
J02306,A0237,P0005,회사11,Growth Analyst,,경력,2025-06-05,0.892
J00022,A0004,P0009,회사20,BA (Business Analyst),물류,경력,2025-06-05,0.685
J04493,A0468,P0147,회사20,BA (Business Analyst),게임,전환형 인턴,2025-06-05,0.09
J02429,A0249,P0180,회사17,DA (Data Analyst),,계약직,2025-06-06,0.512
J02941,A0305,P0223,회사13,Growth Analyst,미디어,경력,2025-06-06,0.221
J02568,A0267,P0102,회사24,BI Engineer,리테일,전환형 인턴,2025-06-06,0.474
J03817,A0394,P0208,회사19,DA (Data Analyst),금융,전환형 인턴,2025-06-06,0.571
J00413,A0044,P0148,회사11,DA (Data Analyst),배달/배송,인턴,2025-06-06,0.408
J03872,A0401,P0085,회사26,DA (Data Analyst),물류,경력,2025-06-06,0.789
J03736,A0386,P0070,회사29,Growth Analyst,교육,계약직,2025-06-06,0.401
J03374,A0352,P0219,회사27,Product Analyst,미디어,인턴,2025-06-06,0.191
J02886,A0299,P0146,회사21,Product Analyst,게임,경력,2025-06-06,0.919
J02568,A0267,P0102,회사24,BI Engineer,리테일,전환형 인턴,2025-06-06,0.474
J04298,A0449,P0091,회사11,Data Scientist,금융,신입,2025-06-06,0.579
J03700,A0382,P0084,회사20,Product Analyst,,경력,2025-06-06,0.502
J03970,A0412,P0191,회사22,BI Engineer,,신입,2025-06-06,0.709
J00163,A0019,P0160,회사14,Data Scientist,배달/배송,전환형 인턴,2025-06-07,0.752
J02961,A0307,P0177,회사22,Growth Analyst,경영 컨설팅,경력,2025-06-07,0.202
J01619,A0161,P0202,회사16,Product Analyst,경영 컨설팅,신입,2025-06-07,0.913
J00489,A0051,P0199,회사21,BA (Business Analyst),물류,경력,2025-06-07,0.811
J02192,A0225,P0120,회사26,DA (Data Analyst),게임,신입,2025-06-07,0.99
J01191,A0122,P0041,회사33,Product Analyst,헬스케어,경력,2025-06-07,0.499
J04618,A0482,P0156,회사22,BA (Business Analyst),헬스케어,계약직,2025-06-07,0.337
J03825,A0395,P0014,회사34,BI Engineer,금융,신입,2025-06-07,0.474
J03554,A0370,P0162,회사19,DA (Data Analyst),리테일,신입,2025-06-07,0.595
J01552,A0155,P0193,회사23,BA (Business Analyst),게임,인턴,2025-06-07,0.33
J03910,A0407,P0161,회사21,DA (Data Analyst),리테일,신입,2025-06-07,0.305
J02772,A0289,P0178,회사21,Data Scientist,물류,계약직,2025-06-07,0.747
J00051,A0007,P0210,회사26,Growth Analyst,,신입,2025-06-07,0.02
J03659,A0379,P0057,회사11,DA (Data Analyst),헬스케어,경력,2025-06-07,0.295
J02345,A0241,P0074,회사20,BI Engineer,배달/배송,신입,2025-06-07,0.435
J04235,A0441,P0219,회사27,Product Analyst,미디어,인턴,2025-06-07,0.25
J01038,A0108,P0107,회사25,BA (Business Analyst),미디어,인턴,2025-06-07,0.494
J00262,A0029,P0045,회사11,Product Analyst,경영 컨설팅,인턴,2025-06-07,0.497
J02753,A0288,P0147,회사20,BA (Business Analyst),게임,전환형 인턴,2025-06-07,0.872
J04765,A0496,P0188,회사09,BI Engineer,교육,신입,2025-06-08,0.953
J03524,A0367,P0211,회사11,Product Analyst,경영 컨설팅,경력,2025-06-08,0.737
J03450,A0361,P0028,회사11,BI Engineer,모바일·APP,경력,2025-06-08,0.284
J01586,A0158,P0085,회사26,DA (Data Analyst),물류,경력,2025-06-08,0.211
J04952,A0520,P0131,회사24,BI Engineer,미디어,경력,2025-06-08,0.535
J03450,A0361,P0028,회사11,BI Engineer,모바일·APP,경력,2025-06-08,0.284
J04159,A0433,P0175,회사22,Data Scientist,금융,신입,2025-06-08,0.584
J04815,A0503,P0069,회사34,BI Engineer,리테일,계약직,2025-06-08,0.443
J00906,A0093,P0139,회사28,Growth Analyst,교육,경력,2025-06-08,0.92
J02268,A0233,P0100,회사34,BI Engineer,헬스케어,계약직,2025-06-08,0.414
J04333,A0453,P0125,회사32,DA (Data Analyst),게임,신입,2025-06-08,0.454
J00090,A0011,P0179,회사26,Product Analyst,금융,계약직,2025-06-08,0.18
J01974,A0201,P0088,회사01,Product Analyst,경영 컨설팅,신입,2025-06-08,0.433
J03535,A0368,P0028,회사11,BI Engineer,모바일·APP,경력,2025-06-08,0.99
J04917,A0514,P0137,회사23,Product Analyst,모바일·APP,신입,2025-06-08,0.438
J03365,A0351,P0164,회사31,DA (Data Analyst),금융,경력,2025-06-08,0.523
J03785,A0391,P0065,회사21,BI Engineer,모바일·APP,계약직,2025-06-08,0.452
J01597,A0159,P0113,회사11,Data Scientist,배달/배송,전환형 인턴,2025-06-09,0.386
J02348,A0242,P0101,회사18,BA (Business Analyst),,신입,2025-06-09,0.662
J01016,A0107,P0184,회사28,DA (Data Analyst),게임,전환형 인턴,2025-06-09,0.617
J04089,A0424,P0041,회사33,Product Analyst,헬스케어,경력,2025-06-09,0.258
J04297,A0448,P0188,회사09,BI Engineer,교육,신입,2025-06-09,0.519
J01782,A0177,P0174,회사25,BI Engineer,금융,인턴,2025-06-09,0.537
J04790,A0499,P0153,회사23,BA (Business Analyst),교육,경력,2025-06-09,0.547
J02348,A0242,P0101,회사18,BA (Business Analyst),,신입,2025-06-09,0.662
J01105,A0113,P0142,회사15,BI Engineer,교육,경력,2025-06-09,0.944
J04880,A0510,P0213,회사19,BI Engineer,물류,신입,2025-06-09,0.553
J01308,A0134,P0039,회사23,Product Analyst,모바일·APP,인턴,2025-06-09,0.337
J02630,A0274,P0041,회사33,Product Analyst,헬스케어,경력,2025-06-09,0.301
J00066,A0008,P0189,회사12,Product Analyst,미디어,신입,2025-06-09,0.633
J00320,A0034,P0023,회사11,Growth Analyst,헬스케어,신입,2025-06-09,0.164
J01565,A0156,P0077,회사15,BA (Business Analyst),,경력,2025-06-09,0.293
J01525,A0151,P0087,회사03,Product Analyst,헬스케어,신입,2025-06-09,0.363
J03946,A0411,P0064,회사27,Growth Analyst,헬스케어,경력,2025-06-09,0.518
J02912,A0301,P0215,회사28,BA (Business Analyst),물류,전환형 인턴,2025-06-09,0.67
J00374,A0039,P0160,회사14,Data Scientist,배달/배송,전환형 인턴,2025-06-09,0.99
J04508,A0469,P0030,회사13,DA (Data Analyst),배달/배송,신입,2025-06-10,0.391
J02180,A0223,P0172,회사26,BI Engineer,경영 컨설팅,경력,2025-06-10,0.308
J02942,A0305,P0026,회사26,DA (Data Analyst),금융,신입,2025-06-10,0.02
J01350,A0137,P0115,회사31,BA (Business Analyst),경영 컨설팅,전환형 인턴,2025-06-10,0.433
J02679,A0279,P0041,회사33,Product Analyst,헬스케어,경력,2025-06-10,0.662
J00335,A0037,P0235,회사12,Product Analyst,헬스케어,인턴,2025-06-10,0.551
J00640,A0067,P0143,회사23,Product Analyst,교육,인턴,2025-06-10,0.267
J00170,A0020,P0174,회사25,BI Engineer,금융,인턴,2025-06-10,0.568
J03015,A0314,P0010,회사14,BA (Business Analyst),배달/배송,경력,2025-06-10,0.694
J00672,A0069,P0201,회사33,BA (Business Analyst),물류,경력,2025-06-10,0.726
J00156,A0017,P0103,회사33,DA (Data Analyst),모바일·APP,신입,2025-06-10,0.267
J00753,A0080,P0130,회사13,Product Analyst,물류,전환형 인턴,2025-06-10,0.99
J02842,A0296,P0079,회사08,Growth Analyst,게임,신입,2025-06-10,0.712
J03134,A0326,P0102,회사24,BI Engineer,리테일,전환형 인턴,2025-06-10,0.492
J04652,A0485,P0175,회사22,Data Scientist,금융,신입,2025-06-10,0.505
J00220,A0024,P0110,회사30,Product Analyst,배달/배송,신입,2025-06-10,0.786
J04920,A0515,P0074,회사20,BI Engineer,배달/배송,신입,2025-06-10,0.565
J00567,A0060,P0218,회사15,DA (Data Analyst),미디어,신입,2025-06-10,0.14
J00837,A0088,P0194,회사32,BI Engineer,금융,신입,2025-06-10,0.305
J00359,A0038,P0140,회사20,Growth Analyst,모바일·APP,경력,2025-06-10,0.35
J01807,A0180,P0034,회사05,BA (Business Analyst),리테일,인턴,2025-06-10,0.846
J00484,A0050,P0076,회사24,DA (Data Analyst),헬스케어,신입,2025-06-10,0.153
J03667,A0380,P0119,회사13,Product Analyst,리테일,신입,2025-06-10,0.863
J02612,A0272,P0140,회사20,Growth Analyst,모바일·APP,경력,2025-06-10,0.517
J02110,A0217,P0068,회사24,BI Engineer,리테일,계약직,2025-06-10,0.663
J00243,A0027,P0092,회사25,Product Analyst,헬스케어,전환형 인턴,2025-06-10,0.464
J01884,A0190,P0218,회사15,DA (Data Analyst),미디어,신입,2025-06-10,0.02
J02291,A0235,P0039,회사23,Product Analyst,모바일·APP,인턴,2025-06-11,0.486
J00973,A0100,P0065,회사21,BI Engineer,모바일·APP,계약직,2025-06-11,0.574
J00164,A0019,P0225,회사33,Data Scientist,헬스케어,경력,2025-06-11,0.273
J03826,A0395,P0091,회사11,Data Scientist,금융,신입,2025-06-11,0.399
J03856,A0399,P0127,회사06,Product Analyst,리테일,신입,2025-06-11,0.401
J00196,A0022,P0230,회사13,DA (Data Analyst),물류,경력,2025-06-11,0.563
J00082,A0010,P0195,회사28,Product Analyst,물류,신입,2025-06-11,0.592
J03089,A0321,P0017,회사20,BA (Business Analyst),헬스케어,신입,2025-06-11,0.592
J02259,A0232,P0093,회사12,DA (Data Analyst),배달/배송,신입,2025-06-11,0.187
J04945,A0518,P0092,회사25,Product Analyst,헬스케어,전환형 인턴,2025-06-11,0.5
J02546,A0265,P0057,회사11,DA (Data Analyst),헬스케어,경력,2025-06-11,0.653
J03335,A0349,P0025,회사29,DA (Data Analyst),리테일,인턴,2025-06-11,0.551
J00382,A0040,P0201,회사33,BA (Business Analyst),물류,경력,2025-06-12,0.644
J00614,A0064,P0129,회사17,Growth Analyst,경영 컨설팅,신입,2025-06-12,0.314
J04344,A0454,P0174,회사25,BI Engineer,금융,인턴,2025-06-12,0.947
J00552,A0057,P0120,회사26,DA (Data Analyst),게임,신입,2025-06-12,0.292
J02415,A0248,P0193,회사23,BA (Business Analyst),게임,인턴,2025-06-12,0.608
J03926,A0409,P0171,회사31,Product Analyst,경영 컨설팅,계약직,2025-06-12,0.421
J00614,A0064,P0129,회사17,Growth Analyst,경영 컨설팅,신입,2025-06-12,0.314
J02887,A0299,P0034,회사05,BA (Business Analyst),리테일,인턴,2025-06-12,0.636
J04953,A0520,P0004,회사19,BA (Business Analyst),교육,신입,2025-06-12,0.245
J04299,A0449,P0120,회사26,DA (Data Analyst),게임,신입,2025-06-12,0.481
J01677,A0167,P0231,회사19,Product Analyst,금융,전환형 인턴,2025-06-12,0.592
J01920,A0195,P0032,회사33,Growth Analyst,,인턴,2025-06-12,0.934
J01062,A0109,P0048,회사12,Growth Analyst,교육,신입,2025-06-12,0.02
J04899,A0512,P0010,회사14,BA (Business Analyst),배달/배송,경력,2025-06-12,0.552
J01637,A0162,P0108,회사14,BA (Business Analyst),교육,경력,2025-06-12,0.51
J01718,A0171,P0198,회사22,BA (Business Analyst),게임,계약직,2025-06-12,0.803
J03711,A0383,P0220,회사22,DA (Data Analyst),리테일,인턴,2025-06-12,0.491
J03451,A0361,P0180,회사17,DA (Data Analyst),,계약직,2025-06-12,0.527
J02307,A0237,P0004,회사19,BA (Business Analyst),교육,신입,2025-06-12,0.866
J02134,A0218,P0023,회사11,Growth Analyst,헬스케어,신입,2025-06-13,0.655
J02540,A0264,P0042,회사19,Data Scientist,헬스케어,경력,2025-06-13,0.331
J04252,A0442,P0032,회사33,Growth Analyst,,인턴,2025-06-13,0.592
J00414,A0044,P0151,회사11,Data Scientist,게임,신입,2025-06-13,0.623
J00030,A0005,P0226,회사34,Growth Analyst,리테일,전환형 인턴,2025-06-13,0.571
J03786,A0391,P0173,회사33,DA (Data Analyst),배달/배송,계약직,2025-06-13,0.503
J03562,A0371,P0151,회사11,Data Scientist,게임,신입,2025-06-13,0.495
J03971,A0412,P0024,회사11,BI Engineer,게임,전환형 인턴,2025-06-13,0.34
J01823,A0183,P0156,회사22,BA (Business Analyst),헬스케어,계약직,2025-06-14,0.62
J01517,A0149,P0005,회사11,Growth Analyst,,경력,2025-06-14,0.502
J03016,A0314,P0175,회사22,Data Scientist,금융,신입,2025-06-14,0.643
J00424,A0045,P0139,회사28,Growth Analyst,교육,경력,2025-06-14,0.954
J00881,A0091,P0136,회사12,Growth Analyst,모바일·APP,신입,2025-06-14,0.184
J02879,A0298,P0140,회사20,Growth Analyst,모바일·APP,경력,2025-06-14,0.383
J02798,A0292,P0014,회사34,BI Engineer,금융,신입,2025-06-14,0.687
J03375,A0352,P0041,회사33,Product Analyst,헬스케어,경력,2025-06-14,0.041
J04791,A0499,P0125,회사32,DA (Data Analyst),게임,신입,2025-06-14,0.861
J01309,A0134,P0159,회사17,Data Scientist,경영 컨설팅,신입,2025-06-14,0.696
J03032,A0316,P0024,회사11,BI Engineer,게임,전환형 인턴,2025-06-14,0.644
J04401,A0459,P0076,회사24,DA (Data Analyst),헬스케어,신입,2025-06-14,0.441
J00490,A0051,P0174,회사25,BI Engineer,금융,인턴,2025-06-14,0.781
J00458,A0049,P0063,회사13,DA (Data Analyst),게임,신입,2025-06-14,0.11
J04334,A0453,P0053,회사31,BA (Business Analyst),헬스케어,경력,2025-06-14,0.229
J02943,A0305,P0057,회사11,DA (Data Analyst),헬스케어,경력,2025-06-15,0.02
J00706,A0075,P0209,회사19,BA (Business Analyst),금융,신입,2025-06-15,0.39
J02943,A0305,P0057,회사11,DA (Data Analyst),헬스케어,경력,2025-06-15,0.02
J04494,A0468,P0150,회사04,Growth Analyst,배달/배송,경력,2025-06-15,0.441
J01192,A0122,P0202,회사16,Product Analyst,경영 컨설팅,신입,2025-06-15,0.979
J03387,A0353,P0126,회사16,Growth Analyst,경영 컨설팅,신입,2025-06-15,0.448
J00289,A0032,P0239,회사28,Product Analyst,모바일·APP,계약직,2025-06-15,0.567
J02142,A0219,P0001,회사22,Product Analyst,물류,신입,2025-06-15,0.14
J01272,A0131,P0100,회사34,BI Engineer,헬스케어,계약직,2025-06-15,0.551
J00197,A0022,P0041,회사33,Product Analyst,헬스케어,경력,2025-06-15,0.419
J02830,A0294,P0122,회사21,Product Analyst,,전환형 인턴,2025-06-15,0.522
J00336,A0037,P0022,회사29,Data Scientist,,신입,2025-06-15,0.8
J02508,A0261,P0159,회사17,Data Scientist,경영 컨설팅,신입,2025-06-15,0.287
J04903,A0513,P0008,회사12,BA (Business Analyst),게임,신입,2025-06-15,0.764
J03860,A0400,P0115,회사31,BA (Business Analyst),경영 컨설팅,전환형 인턴,2025-06-15,0.632
J04834,A0505,P0026,회사26,DA (Data Analyst),금융,신입,2025-06-15,0.99
J02729,A0284,P0092,회사25,Product Analyst,헬스케어,전환형 인턴,2025-06-15,0.199
J04760,A0495,P0172,회사26,BI Engineer,경영 컨설팅,경력,2025-06-15,0.814
J02754,A0288,P0175,회사22,Data Scientist,금융,신입,2025-06-15,0.677
J00080,A0009,P0223,회사13,Growth Analyst,미디어,경력,2025-06-15,0.508
J02950,A0306,P0031,회사27,BI Engineer,물류,신입,2025-06-16,0.264
J02843,A0296,P0096,회사27,BI Engineer,,신입,2025-06-16,0.99
J03536,A0368,P0209,회사19,BA (Business Analyst),금융,신입,2025-06-16,0.248
J01758,A0174,P0022,회사29,Data Scientist,,신입,2025-06-16,0.328
J04704,A0490,P0082,회사27,DA (Data Analyst),헬스케어,경력,2025-06-16,0.436
J02981,A0310,P0168,회사26,Data Scientist,미디어,경력,2025-06-16,0.442
J01425,A0143,P0028,회사11,BI Engineer,모바일·APP,경력,2025-06-16,0.469
J00052,A0007,P0026,회사26,DA (Data Analyst),금융,신입,2025-06-16,0.433
J04900,A0512,P0045,회사11,Product Analyst,경영 컨설팅,인턴,2025-06-16,0.408
J00023,A0004,P0204,회사31,DA (Data Analyst),교육,인턴,2025-06-16,0.764
J01921,A0195,P0167,회사12,DA (Data Analyst),리테일,신입,2025-06-16,0.619
J02260,A0232,P0074,회사20,BI Engineer,배달/배송,신입,2025-06-17,0.245
J00165,A0019,P0238,회사25,BI Engineer,금융,전환형 인턴,2025-06-17,0.855
J01808,A0180,P0144,회사12,BA (Business Analyst),배달/배송,계약직,2025-06-17,0.562
J04319,A0452,P0071,회사33,Growth Analyst,,신입,2025-06-17,0.75
J04119,A0429,P0232,회사17,BI Engineer,물류,신입,2025-06-17,0.521
J02675,A0278,P0122,회사21,Product Analyst,,전환형 인턴,2025-06-17,0.563
J04370,A0457,P0212,회사25,BI Engineer,모바일·APP,신입,2025-06-17,0.627
J01783,A0177,P0114,회사27,Growth Analyst,모바일·APP,전환형 인턴,2025-06-17,0.173
J01769,A0175,P0228,회사31,Growth Analyst,헬스케어,경력,2025-06-17,0.365
J03818,A0394,P0178,회사21,Data Scientist,물류,계약직,2025-06-17,0.479
J02389,A0246,P0147,회사20,BA (Business Analyst),게임,전환형 인턴,2025-06-17,0.99
J03802,A0393,P0120,회사26,DA (Data Analyst),게임,신입,2025-06-17,0.02
J04378,A0458,P0107,회사25,BA (Business Analyst),미디어,인턴,2025-06-17,0.309
J00221,A0024,P0047,회사22,BI Engineer,금융,경력,2025-06-17,0.763
J00415,A0044,P0062,회사21,Data Scientist,경영 컨설팅,경력,2025-06-17,0.523
J03883,A0402,P0205,회사17,Product Analyst,게임,경력,2025-06-17,0.84
J01553,A0155,P0229,회사18,Data Scientist,배달/배송,계약직,2025-06-17,0.098
J00485,A0050,P0161,회사21,DA (Data Analyst),리테일,신입,2025-06-17,0.132
